Date,type,Name,Ticker,Open,High,Low,Volume,Multiplier
2025-05-29,Crypto,Bitcoin,BTC-USD,107795.5703125,108910.046875,105374.3984375,56022752042,4
2025-05-30,Crypto,Bitcoin,BTC-USD,105646.2109375,106308.9453125,103685.7890625,57655287183,4
2025-05-31,Crypto,Bitcoin,BTC-USD,103994.71875,104927.1015625,103136.1171875,38997843858,4
2025-06-01,Crypto,Bitcoin,BTC-USD,104637.296875,105884.546875,103826.953125,37397056873,4
2025-06-02,Crypto,Bitcoin,BTC-USD,105649.8125,105958.3125,103727.546875,45819706290,4
2025-06-03,Crypto,Bitcoin,BTC-USD,105888.4765625,106813.578125,104920.84375,46196508367,4
2025-06-04,Crypto,Bitcoin,BTC-USD,105434.3671875,105997.6953125,104232.703125,44544857105,4
2025-06-05,Crypto,Bitcoin,BTC-USD,104750.78125,105936.6875,100436.8828125,57479298400,4
2025-06-06,Crypto,Bitcoin,BTC-USD,101574.3671875,105376.7734375,101169.5703125,48856653697,4
2025-06-07,Crypto,Bitcoin,BTC-USD,104390.6484375,105972.7578125,103987.3125,38365033776,4
2025-06-08,Crypto,Bitcoin,BTC-USD,105617.5078125,106497.0625,105075.328125,36626232328,4
2025-06-09,Crypto,Bitcoin,BTC-USD,105793.0234375,110561.421875,105400.234375,55903193732,4
2025-06-10,Crypto,Bitcoin,BTC-USD,110295.6875,110380.125,108367.7109375,54700101509,4
2025-06-11,Crypto,Bitcoin,BTC-USD,110261.796875,110384.21875,108086.328125,50842662052,4
2025-06-12,Crypto,Bitcoin,BTC-USD,108685.9140625,108780.6953125,105785.6875,54843867968,4
2025-06-13,Crypto,Bitcoin,BTC-USD,105924.59375,106182.546875,102822.0234375,69550440846,4
2025-06-14,Crypto,Bitcoin,BTC-USD,106108.0859375,106203.7578125,104379.3671875,38007870453,4
2025-06-15,Crypto,Bitcoin,BTC-USD,105464.84375,106157.1015625,104519.8828125,36744307742,4
2025-06-16,Crypto,Bitcoin,BTC-USD,105555.59375,108915.375,104997.625,50366626945,4
2025-06-17,Crypto,Bitcoin,BTC-USD,106794.1171875,107750.1953125,103396.53125,55964092176,4
2025-06-18,Crypto,Bitcoin,BTC-USD,104602.0703125,105581.8515625,103602.265625,47318089133,4
2025-06-19,Crypto,Bitcoin,BTC-USD,104886.7734375,105250.890625,103940.7734375,37333806920,4
2025-06-20,Crypto,Bitcoin,BTC-USD,104681.03125,106539.3828125,102372.2109375,50951862476,4
2025-06-21,Crypto,Bitcoin,BTC-USD,103315.078125,104015.78125,100973.0625,38360555118,4
2025-06-22,Crypto,Bitcoin,BTC-USD,102212.03125,103351.6328125,98286.203125,65536997201,4
2025-06-23,Crypto,Bitcoin,BTC-USD,100987.4765625,106116.859375,99705.75,65237759656,4
2025-06-24,Crypto,Bitcoin,BTC-USD,105571.515625,106316.828125,104740.2421875,48822986421,4
2025-06-25,Crypto,Bitcoin,BTC-USD,106047.40625,108168.3984375,105881.390625,51624120283,4
2025-06-26,Crypto,Bitcoin,BTC-USD,107375.0703125,108305.546875,106666.3515625,43891990613,4
2025-06-27,Crypto,Bitcoin,BTC-USD,106954.921875,107772.46875,106449.9921875,45353692675,4
2025-06-28,Crypto,Bitcoin,BTC-USD,107090.546875,107567.8828125,106883.9765625,30037708335,4
2025-06-29,Crypto,Bitcoin,BTC-USD,107327.8203125,108526.3046875,107230.109375,35534874438,4
2025-06-30,Crypto,Bitcoin,BTC-USD,108383.4375,108798.7890625,106759.6484375,42064804590,4
2025-07-01,Crypto,Bitcoin,BTC-USD,107144.3828125,107550.6796875,105270.2265625,44110692247,4
2025-07-02,Crypto,Bitcoin,BTC-USD,105703.1015625,109763.65625,105157.3984375,56248657737,4
2025-07-03,Crypto,Bitcoin,BTC-USD,108845.015625,110541.4609375,108605.796875,50494742270,4
2025-07-04,Crypto,Bitcoin,BTC-USD,109635.65625,109751.984375,107296.3828125,42616442656,4
2025-07-05,Crypto,Bitcoin,BTC-USD,108015.8359375,108381.34375,107842.2734375,30615537520,4
2025-07-06,Crypto,Bitcoin,BTC-USD,108231.1875,109731.625,107847.015625,36746020463,4
2025-07-07,Crypto,Bitcoin,BTC-USD,109235.328125,109710.25,107527.0546875,45415696597,4
2025-07-08,Crypto,Bitcoin,BTC-USD,108298.2265625,109198.96875,107499.5546875,44282204127,4
2025-07-09,Crypto,Bitcoin,BTC-USD,108950.2734375,111925.375,108357.6796875,57927418065,4
2025-07-10,Crypto,Bitcoin,BTC-USD,111329.1953125,116608.78125,110660.75,95911605728,4
2025-07-11,Crypto,Bitcoin,BTC-USD,115986.234375,118856.4765625,115245.6875,86928361085,4
2025-07-12,Crypto,Bitcoin,BTC-USD,117530.7109375,118219.8984375,116977.0234375,45524560304,4
2025-07-13,Crypto,Bitcoin,BTC-USD,117432.203125,119449.5703125,117265.4375,49021091807,4
2025-07-14,Crypto,Bitcoin,BTC-USD,119115.7890625,123091.609375,118959.1953125,181746419401,4
2025-07-15,Crypto,Bitcoin,BTC-USD,119853.8515625,119935.5625,115765.6875,98321661181,4
2025-07-16,Crypto,Bitcoin,BTC-USD,117777.1875,120065.515625,117064.8203125,72162029070,4
2025-07-17,Crypto,Bitcoin,BTC-USD,118738.5078125,120999.609375,117508.21875,72363841798,4
2025-07-18,Crypto,Bitcoin,BTC-USD,119284.109375,120851.9140625,116925.984375,77945799785,4
2025-07-19,Crypto,Bitcoin,BTC-USD,117998.125,118541.3984375,117388.4140625,47564562765,4
2025-07-20,Crypto,Bitcoin,BTC-USD,117944.109375,118865.03125,116550.1328125,57515447231,4
2025-07-21,Crypto,Bitcoin,BTC-USD,117306.46875,119671.5625,116584.3984375,69820091744,4
2025-07-22,Crypto,Bitcoin,BTC-USD,117426.5,120269.96875,116233.2265625,79217583118,4
2025-07-23,Crypto,Bitcoin,BTC-USD,119997.4453125,120113.3515625,117391.390625,66608604537,4
2025-07-24,Crypto,Bitcoin,BTC-USD,118770.984375,119535.453125,117247.96875,72627318560,4
2025-07-25,Crypto,Bitcoin,BTC-USD,118368.0,118486.9765625,114759.8203125,104857024569,4
2025-07-26,Crypto,Bitcoin,BTC-USD,117644.84375,118335.6875,117181.2265625,48508954046,4
2025-07-27,Crypto,Bitcoin,BTC-USD,117944.7265625,119815.59375,117859.6875,54683390892,4
2025-07-28,Crypto,Bitcoin,BTC-USD,119457.5234375,119819.7890625,117441.4375,64822943193,4
2025-07-29,Crypto,Bitcoin,BTC-USD,117938.5859375,119273.8671875,116987.3671875,68463107433,4
2025-07-30,Crypto,Bitcoin,BTC-USD,117921.9921875,118780.7265625,115800.828125,68896148592,4
2025-07-31,Crypto,Bitcoin,BTC-USD,117833.6328125,118919.984375,115505.21875,69370346018,4
2025-08-01,Crypto,Bitcoin,BTC-USD,115738.953125,116060.7734375,112724.4453125,91294530181,4
2025-08-02,Crypto,Bitcoin,BTC-USD,113320.390625,114021.6015625,112005.765625,56870866000,4
2025-08-03,Crypto,Bitcoin,BTC-USD,112525.8046875,114747.421875,111943.8046875,48099615826,4
2025-08-04,Crypto,Bitcoin,BTC-USD,114223.921875,115729.46875,114130.40625,35783028986,4
2025-08-05,Crypto,Bitcoin,BTC-USD,115072.1875,115117.4375,112701.109375,61039182286,4
2025-08-06,Crypto,Bitcoin,BTC-USD,114140.9140625,115737.8359375,113372.25,56379133510,4
2025-08-07,Crypto,Bitcoin,BTC-USD,115030.0546875,117676.90625,114279.7109375,64051649681,4
2025-08-08,Crypto,Bitcoin,BTC-USD,117505.5,117689.203125,115917.4609375,59713005166,4
2025-08-09,Crypto,Bitcoin,BTC-USD,116678.2734375,117906.609375,116363.8359375,54004312429,4
2025-08-10,Crypto,Bitcoin,BTC-USD,116497.71875,119320.7109375,116485.1640625,64755458694,4
2025-08-11,Crypto,Bitcoin,BTC-USD,119306.8125,122321.09375,118159.03125,90528784177,4
2025-08-12,Crypto,Bitcoin,BTC-USD,118717.6640625,120302.46875,118228.71875,72803657984,4
2025-08-13,Crypto,Bitcoin,BTC-USD,120168.9765625,123682.453125,118939.6328125,90904808795,4
2025-08-14,Crypto,Bitcoin,BTC-USD,123339.3984375,124457.1171875,117254.8828125,104055627395,4
2025-08-15,Crypto,Bitcoin,BTC-USD,118365.78125,119332.3125,116864.5703125,68665353159,4
2025-08-16,Crypto,Bitcoin,BTC-USD,117398.421875,117996.0625,117271.953125,48036922378,4
2025-08-17,Crypto,Bitcoin,BTC-USD,117492.7890625,118595.7734375,117279.5234375,45852169525,4
2025-08-18,Crypto,Bitcoin,BTC-USD,117453.90625,117614.171875,114723.6796875,72787808090,4
2025-08-19,Crypto,Bitcoin,BTC-USD,116241.859375,116764.5,112730.3984375,71657600353,4
2025-08-20,Crypto,Bitcoin,BTC-USD,112828.0234375,114625.796875,112387.9609375,67993811526,4
2025-08-21,Crypto,Bitcoin,BTC-USD,114275.6875,114802.6484375,111986.234375,57817883700,4
2025-08-22,Crypto,Bitcoin,BTC-USD,112433.734375,117377.3984375,111678.9453125,82528088240,4
2025-08-23,Crypto,Bitcoin,BTC-USD,116866.3671875,116996.25,114536.109375,55377142586,4
2025-08-24,Crypto,Bitcoin,BTC-USD,115387.390625,115615.0859375,111060.546875,73961489632,4
2025-08-25,Crypto,Bitcoin,BTC-USD,113456.8984375,113637.84375,109324.28125,85706860190,4
2025-08-26,Crypto,Bitcoin,BTC-USD,110124.1015625,112397.015625,108762.0390625,69396320317,4
2025-08-27,Crypto,Bitcoin,BTC-USD,111795.7109375,112619.4140625,110398.265625,62137056409,4
2025-08-28,Crypto,Bitcoin,BTC-USD,111219.0546875,113450.078125,110900.921875,58860155962,4
2025-08-29,Crypto,Bitcoin,BTC-USD,112550.5234375,112619.0546875,107559.625,77843379644,4
2025-08-30,Crypto,Bitcoin,BTC-USD,108409.40625,108929.3515625,107444.4453125,51486264208,4
2025-08-31,Crypto,Bitcoin,BTC-USD,108818.4609375,109491.0,108104.65625,47986191770,4
2025-09-01,Crypto,Bitcoin,BTC-USD,108228.75,109890.5859375,107271.1796875,66870372995,4
2025-09-02,Crypto,Bitcoin,BTC-USD,109243.0703125,111748.015625,108454.03125,74776999491,4
2025-09-03,Crypto,Bitcoin,BTC-USD,111190.6953125,112600.2265625,110582.9609375,61119643565,4
2025-09-04,Crypto,Bitcoin,BTC-USD,111718.1484375,112208.328125,109347.2265625,60131132901,4
2025-09-05,Crypto,Bitcoin,BTC-USD,110723.015625,113357.4921875,110233.3984375,60241647677,4
2025-09-06,Crypto,Bitcoin,BTC-USD,110650.5703125,111275.015625,110024.0859375,21500719036,4
2025-09-07,Crypto,Bitcoin,BTC-USD,110221.328125,111591.078125,110211.625,24618007520,4
2025-09-08,Crypto,Bitcoin,BTC-USD,111163.015625,112869.234375,110630.609375,40212813407,4
2025-09-09,Crypto,Bitcoin,BTC-USD,112077.578125,113225.4375,110776.703125,45984480722,4
2025-09-10,Crypto,Bitcoin,BTC-USD,111531.25,114275.25,110940.078125,56377473784,4
2025-09-11,Crypto,Bitcoin,BTC-USD,113961.4296875,115522.546875,113453.8359375,45685065332,4
2025-09-12,Crypto,Bitcoin,BTC-USD,115507.7890625,116769.3828125,114794.484375,54785725894,4
2025-09-13,Crypto,Bitcoin,BTC-USD,116093.5625,116334.6328125,115248.2734375,34549454947,4
2025-09-14,Crypto,Bitcoin,BTC-USD,115950.2890625,116181.5,115222.3984375,32798036057,4
2025-09-15,Crypto,Bitcoin,BTC-USD,115399.6328125,116747.8828125,114461.0625,52937859416,4
2025-09-16,Crypto,Bitcoin,BTC-USD,115423.7578125,117005.2734375,114813.09375,45781744593,4
2025-09-17,Crypto,Bitcoin,BTC-USD,116840.5078125,117328.609375,114794.9765625,60528025996,4
2025-09-18,Crypto,Bitcoin,BTC-USD,116461.265625,117911.7890625,116188.796875,49457272032,4
2025-09-19,Crypto,Bitcoin,BTC-USD,117137.671875,117479.7578125,115141.8203125,38828473971,4
2025-09-20,Crypto,Bitcoin,BTC-USD,115691.125,116191.1484375,115473.5234375,22864449614,4
2025-09-21,Crypto,Bitcoin,BTC-USD,115730.2265625,115901.0859375,115252.578125,22495852193,4
2025-09-22,Crypto,Bitcoin,BTC-USD,115309.21875,115431.3125,112037.6484375,70684158591,4
2025-09-23,Crypto,Bitcoin,BTC-USD,112757.4765625,113351.9140625,111535.5703125,47211853279,4
2025-09-24,Crypto,Bitcoin,BTC-USD,112007.6640625,113986.2734375,111229.640625,48044595085,4
2025-09-25,Crypto,Bitcoin,BTC-USD,113330.1640625,113541.0859375,108713.3984375,75528654284,4
2025-09-26,Crypto,Bitcoin,BTC-USD,109041.296875,110359.1953125,108728.9765625,57738288949,4
2025-09-27,Crypto,Bitcoin,BTC-USD,109707.140625,109778.5,109144.296875,26308042910,4
2025-09-28,Crypto,Bitcoin,BTC-USD,109681.9453125,112375.484375,109236.9453125,33371048505,4
2025-09-29,Crypto,Bitcoin,BTC-USD,112117.875,114473.5703125,111589.953125,60000147466,4
2025-09-30,Crypto,Bitcoin,BTC-USD,114396.5234375,114836.6171875,112740.5625,58986330258,4
2025-10-01,Crypto,Bitcoin,BTC-USD,114057.59375,118648.9296875,113981.3984375,71328680132,4
2025-10-02,Crypto,Bitcoin,BTC-USD,118652.3828125,121086.40625,118383.15625,71415163912,4
2025-10-03,Crypto,Bitcoin,BTC-USD,120656.984375,123944.703125,119344.3125,83941392228,4
2025-10-04,Crypto,Bitcoin,BTC-USD,122267.46875,122857.640625,121577.5703125,36769171735,4
2025-10-05,Crypto,Bitcoin,BTC-USD,122419.671875,125559.2109375,122191.9609375,73689317763,4
2025-10-06,Crypto,Bitcoin,BTC-USD,123510.453125,126198.0703125,123196.046875,72568881188,4
2025-10-07,Crypto,Bitcoin,BTC-USD,124752.140625,125184.0234375,120681.96875,76149412513,4
2025-10-08,Crypto,Bitcoin,BTC-USD,121448.3515625,124167.09375,121119.1796875,65354305286,4
2025-10-09,Crypto,Bitcoin,BTC-USD,123337.0703125,123739.34375,119812.03125,74653009425,4
2025-10-10,Crypto,Bitcoin,BTC-USD,121704.7421875,122509.6640625,104582.4140625,153125018868,4
2025-10-11,Crypto,Bitcoin,BTC-USD,113236.4296875,113429.7265625,109760.5625,110236934340,4
2025-10-12,Crypto,Bitcoin,BTC-USD,110811.515625,115805.0625,109715.5390625,93710414091,4
2025-10-13,Crypto,Bitcoin,BTC-USD,115161.6796875,116020.484375,113821.1875,71582026739,4
2025-10-14,Crypto,Bitcoin,BTC-USD,115264.8828125,115502.8828125,110029.484375,92212917403,4
2025-10-15,Crypto,Bitcoin,BTC-USD,113113.96875,113622.3828125,110235.8359375,72574132855,4
2025-10-16,Crypto,Bitcoin,BTC-USD,110782.171875,111990.8125,107537.03125,87306423067,4
2025-10-17,Crypto,Bitcoin,BTC-USD,108179.1328125,109235.8046875,103598.4296875,99703051669,4
2025-10-18,Crypto,Bitcoin,BTC-USD,106483.734375,107490.984375,106387.453125,37779905278,4
2025-10-19,Crypto,Bitcoin,BTC-USD,107204.3125,109488.9921875,106157.7890625,47657008953,4
2025-10-20,Crypto,Bitcoin,BTC-USD,108667.4453125,111711.03125,107485.015625,63507793085,4
2025-10-21,Crypto,Bitcoin,BTC-USD,110587.6328125,113996.34375,107534.75,101194375480,4
2025-10-22,Crypto,Bitcoin,BTC-USD,108491.53125,109115.1328125,106778.0,80807013218,4
2025-10-23,Crypto,Bitcoin,BTC-USD,107679.4375,111288.59375,107548.4296875,54944076060,4
2025-10-24,Crypto,Bitcoin,BTC-USD,110069.3515625,111842.53125,109770.1484375,48160816980,4
2025-10-25,Crypto,Bitcoin,BTC-USD,111032.6171875,111947.703125,110704.40625,24707667305,4
2025-10-26,Crypto,Bitcoin,BTC-USD,111639.0546875,115260.90625,111268.484375,41708524143,4
2025-10-27,Crypto,Bitcoin,BTC-USD,114479.8515625,116273.3125,113882.2890625,61761358733,4
2025-10-28,Crypto,Bitcoin,BTC-USD,114129.0859375,116078.984375,112291.6796875,64528066504,4
2025-10-29,Crypto,Bitcoin,BTC-USD,112921.328125,113642.7265625,109368.71875,62192043469,4
2025-10-30,Crypto,Bitcoin,BTC-USD,110059.1953125,111612.3515625,106376.6875,69673964814,4
2025-10-31,Crypto,Bitcoin,BTC-USD,108304.4140625,111031.8203125,108288.2734375,60090359560,4
2025-11-01,Crypto,Bitcoin,BTC-USD,109558.625,110574.8984375,109372.953125,25871668762,4
2025-11-02,Crypto,Bitcoin,BTC-USD,110064.4296875,111167.3125,109523.453125,34284209459,4
2025-11-03,Crypto,Bitcoin,BTC-USD,110646.90625,110764.9140625,105336.359375,72852006359,4
2025-11-04,Crypto,Bitcoin,BTC-USD,106541.421875,107264.8828125,98962.0625,110967184773,4
2025-11-05,Crypto,Bitcoin,BTC-USD,101579.234375,104534.703125,98989.9140625,77584934804,4
2025-11-06,Crypto,Bitcoin,BTC-USD,103893.6640625,104147.3046875,100336.8671875,63932752861,4
2025-11-07,Crypto,Bitcoin,BTC-USD,101286.2421875,104052.9140625,99257.0546875,92168030081,4
2025-11-08,Crypto,Bitcoin,BTC-USD,103371.703125,103373.5625,101458.0390625,51446691095,4
2025-11-09,Crypto,Bitcoin,BTC-USD,102278.984375,105418.3671875,101468.875,59679243013,4
2025-11-10,Crypto,Bitcoin,BTC-USD,104723.7734375,106564.6953125,104350.6484375,69585887229,4
2025-11-11,Crypto,Bitcoin,BTC-USD,105996.859375,107428.2578125,102457.328125,71130078574,4
2025-11-12,Crypto,Bitcoin,BTC-USD,103011.4375,105297.234375,100836.6171875,64347179408,4
2025-11-13,Crypto,Bitcoin,BTC-USD,101674.1484375,104005.4921875,97988.71875,101546815416,4
2025-11-14,Crypto,Bitcoin,BTC-USD,99694.703125,99804.4296875,94000.734375,114346441890,4
2025-11-15,Crypto,Bitcoin,BTC-USD,94420.46875,96728.46875,94420.46875,38500716654,4
2025-11-16,Crypto,Bitcoin,BTC-USD,95556.8671875,96564.1875,92971.1640625,71086235862,4
2025-11-17,Crypto,Bitcoin,BTC-USD,94180.875,95928.3671875,91214.7578125,94186165724,4
2025-11-18,Crypto,Bitcoin,BTC-USD,92094.53125,93745.078125,89300.4609375,101333569062,4
2025-11-19,Crypto,Bitcoin,BTC-USD,92946.1640625,92946.1640625,88526.828125,80350354656,4
2025-11-20,Crypto,Bitcoin,BTC-USD,91459.3515625,93025.0703125,86040.796875,97970645638,4
2025-11-21,Crypto,Bitcoin,BTC-USD,86528.7734375,87380.8046875,80659.8125,129157506112,4
2025-11-22,Crypto,Bitcoin,BTC-USD,85098.5625,85503.0078125,83490.8984375,40793099246,4
2025-11-23,Crypto,Bitcoin,BTC-USD,84648.609375,88038.46875,84641.7734375,58083435576,4
2025-11-24,Crypto,Bitcoin,BTC-USD,86798.7734375,89206.3359375,85272.1953125,74433896110,4
2025-11-25,Crypto,Bitcoin,BTC-USD,88269.9609375,88457.3359375,86131.4296875,64837343545,4
2025-11-26,Crypto,Bitcoin,BTC-USD,87345.5859375,90581.15625,86316.8984375,66496301869,4
2025-11-27,Crypto,Bitcoin,BTC-USD,90517.765625,91897.578125,90089.515625,57040622845,4
2025-11-28,Crypto,Bitcoin,BTC-USD,91285.3828125,92969.0859375,90257.1171875,60895830289,4
2025-11-29,Crypto,Bitcoin,BTC-USD,90918.7421875,91187.6171875,90260.1875,37921773455,4
2025-11-30,Crypto,Bitcoin,BTC-USD,90838.2109375,91965.046875,90394.3125,38497902869,4
2025-12-01,Crypto,Bitcoin,BTC-USD,90389.109375,90398.15625,83862.25,87962894424,4
2025-12-02,Crypto,Bitcoin,BTC-USD,86322.5390625,92316.6328125,86202.1953125,78546798211,4
2025-12-03,Crypto,Bitcoin,BTC-USD,91345.09375,94060.7734375,91056.390625,77650204986,4
2025-12-04,Crypto,Bitcoin,BTC-USD,93454.2578125,94038.2421875,90976.1015625,64538402681,4
2025-12-05,Crypto,Bitcoin,BTC-USD,92133.6484375,92702.640625,88152.140625,63256398633,4
2025-12-06,Crypto,Bitcoin,BTC-USD,89389.359375,90267.4609375,88951.6640625,37994042405,4
2025-12-07,Crypto,Bitcoin,BTC-USD,89277.8125,91740.84375,87799.5625,47394898960,4
2025-12-08,Crypto,Bitcoin,BTC-USD,90424.5859375,92267.1171875,89644.890625,57394099056,4
2025-12-09,Crypto,Bitcoin,BTC-USD,90639.703125,94601.5703125,89586.9765625,66861721440,4
2025-12-10,Crypto,Bitcoin,BTC-USD,92695.234375,94477.15625,91640.1328125,65420694513,4
2025-12-11,Crypto,Bitcoin,BTC-USD,92011.3046875,93554.265625,89335.296875,64532834621,4
2025-12-12,Crypto,Bitcoin,BTC-USD,92513.6640625,92747.9296875,89532.6015625,80275884583,4
2025-12-13,Crypto,Bitcoin,BTC-USD,90257.796875,90647.5703125,89800.9921875,64237748110,4
2025-12-14,Crypto,Bitcoin,BTC-USD,90296.4375,90498.109375,87634.9375,50465972205,4
2025-12-15,Crypto,Bitcoin,BTC-USD,88171.078125,89983.921875,85304.078125,45559514323,4
2025-12-16,Crypto,Bitcoin,BTC-USD,86424.40625,88170.09375,85381.6875,41262178223,4
2025-12-17,Crypto,Bitcoin,BTC-USD,87847.6171875,90264.5703125,85316.265625,44243392914,4
2025-12-18,Crypto,Bitcoin,BTC-USD,86144.3671875,89412.6640625,84436.3125,52667115348,4
2025-12-19,Crypto,Bitcoin,BTC-USD,85476.1328125,89339.1171875,85107.6640625,46733310561,4
2025-12-20,Crypto,Bitcoin,BTC-USD,88101.671875,88497.203125,87924.875,14688196659,4
2025-12-21,Crypto,Bitcoin,BTC-USD,88344.703125,89027.953125,87613.203125,19845522660,4
2025-12-22,Crypto,Bitcoin,BTC-USD,88621.3984375,90501.9296875,87908.0703125,38047472118,4
2025-12-23,Crypto,Bitcoin,BTC-USD,88490.03125,88898.3828125,86606.9765625,43683011533,4
2025-12-24,Crypto,Bitcoin,BTC-USD,87404.3203125,87956.8828125,86411.796875,25550297986,4
2025-12-25,Crypto,Bitcoin,BTC-USD,87608.3203125,88501.7890625,86949.2578125,19953216347,4
2025-12-26,Crypto,Bitcoin,BTC-USD,87235.5078125,89459.4296875,86628.140625,42455674908,4
2025-12-27,Crypto,Bitcoin,BTC-USD,87301.4296875,87874.78125,87182.9765625,13741199310,4
2025-12-28,Crypto,Bitcoin,BTC-USD,87799.34375,87986.890625,87394.953125,15156557929,4
2025-12-29,Crypto,Bitcoin,BTC-USD,87835.7890625,90299.15625,86717.9140625,48411625849,4
2025-12-30,Crypto,Bitcoin,BTC-USD,87134.3515625,89297.9375,86735.546875,35586356225,4
2025-12-31,Crypto,Bitcoin,BTC-USD,88429.5859375,89080.2890625,87130.5625,33830210616,4
2026-01-01,Crypto,Bitcoin,BTC-USD,87508.046875,88803.2265625,87399.40625,18849043990,4
2026-01-02,Crypto,Bitcoin,BTC-USD,88733.0625,90884.4609375,88298.6171875,46398906171,4
2026-01-03,Crypto,Bitcoin,BTC-USD,89945.0546875,90679.5703125,89328.0703125,20774828592,4
2026-01-04,Crypto,Bitcoin,BTC-USD,90603.0,91712.5859375,90595.1015625,26770491368,4
2026-01-05,Crypto,Bitcoin,BTC-USD,91414.625,94762.0703125,91414.625,53376407252,4
2026-01-06,Crypto,Bitcoin,BTC-USD,93876.9453125,94395.296875,91286.546875,52430605257,4
2026-01-07,Crypto,Bitcoin,BTC-USD,93727.46875,93738.7890625,90601.8046875,43461295053,4
2026-01-08,Crypto,Bitcoin,BTC-USD,91309.640625,91485.8515625,89233.875,42386697030,4
2026-01-09,Crypto,Bitcoin,BTC-USD,91026.2734375,91910.671875,89625.3828125,38305906684,4
2026-01-10,Crypto,Bitcoin,BTC-USD,90510.1015625,90713.03125,90283.3984375,12385895282,4
2026-01-11,Crypto,Bitcoin,BTC-USD,90385.359375,91155.2265625,90212.0234375,17165568977,4
2026-01-12,Crypto,Bitcoin,BTC-USD,90825.859375,92395.5234375,90055.0234375,41346275358,4
2026-01-13,Crypto,Bitcoin,BTC-USD,91185.3359375,96011.625,90941.9296875,54980674354,4
2026-01-14,Crypto,Bitcoin,BTC-USD,95322.90625,97860.6015625,94583.046875,60592490863,4
2026-01-15,Crypto,Bitcoin,BTC-USD,96931.2890625,97150.171875,95103.2421875,53086363027,4
2026-01-16,Crypto,Bitcoin,BTC-USD,95554.1015625,95801.890625,94259.2734375,33248170537,4
2026-01-17,Crypto,Bitcoin,BTC-USD,95525.15625,95598.4765625,95005.6171875,16021715122,4
2026-01-18,Crypto,Bitcoin,BTC-USD,95101.1796875,95491.5078125,93588.8671875,20809781232,4
2026-01-19,Crypto,Bitcoin,BTC-USD,93655.671875,93660.828125,92089.25,39195241508,4
2026-01-20,Crypto,Bitcoin,BTC-USD,92553.6015625,92798.4296875,87814.9296875,53072968031,4
2026-01-21,Crypto,Bitcoin,BTC-USD,88326.5078125,90430.40625,87231.5703125,56330422434,4
2026-01-22,Crypto,Bitcoin,BTC-USD,89378.5234375,90258.9609375,88438.4453125,35549685694,4
2026-01-23,Crypto,Bitcoin,BTC-USD,89462.046875,91100.25,88486.359375,38997586037,4
2026-01-24,Crypto,Bitcoin,BTC-USD,89506.1484375,89811.609375,89044.2890625,14558687712,4
2026-01-25,Crypto,Bitcoin,BTC-USD,89104.765625,89193.1484375,86003.7109375,36124986722,4
2026-01-26,Crypto,Bitcoin,BTC-USD,86566.5234375,88743.0703125,86429.2890625,45329286974,4
2026-01-27,Crypto,Bitcoin,BTC-USD,88257.4765625,89427.125,87228.921875,38744942267,4
2026-01-28,Crypto,Bitcoin,BTC-USD,89104.046875,90439.2890625,88721.4609375,39807419296,4
2026-01-29,Crypto,Bitcoin,BTC-USD,89169.8515625,89200.78125,83250.6015625,64653083162,4
2026-01-30,Crypto,Bitcoin,BTC-USD,84562.7265625,84602.1640625,81071.4765625,72083816087,4
2026-01-31,Crypto,Bitcoin,BTC-USD,84126.5,84136.921875,75815.8828125,70479259159,4
2026-02-01,Crypto,Bitcoin,BTC-USD,78626.125,79322.609375,75698.8984375,53372509744,4
2026-02-02,Crypto,Bitcoin,BTC-USD,76968.875,79258.609375,74551.3359375,75140589684,4
2026-02-03,Crypto,Bitcoin,BTC-USD,78693.5078125,79118.8515625,72897.140625,68249110822,4
2026-02-04,Crypto,Bitcoin,BTC-USD,75640.09375,76864.65625,71779.9296875,67215363944,4
2026-02-05,Crypto,Bitcoin,BTC-USD,73016.375,73161.5546875,62353.53515625,125509410908,4
2026-02-06,Crypto,Bitcoin,BTC-USD,62704.453125,71681.3046875,60074.203125,114674259489,4
2026-02-07,Crypto,Bitcoin,BTC-USD,70553.796875,71611.1484375,67364.4453125,62347107663,4
2026-02-08,Crypto,Bitcoin,BTC-USD,69283.7265625,72206.90625,68852.8984375,39721722619,4
2026-02-09,Crypto,Bitcoin,BTC-USD,70243.328125,71369.96875,68291.03125,52081598792,4
2026-02-10,Crypto,Bitcoin,BTC-USD,70137.390625,70464.265625,67913.09375,40593063077,4
2026-02-11,Crypto,Bitcoin,BTC-USD,68791.859375,69242.6796875,65757.3046875,49671946030,4
2026-02-12,Crypto,Bitcoin,BTC-USD,66992.1953125,68339.4921875,65092.109375,44651071271,4
2026-02-13,Crypto,Bitcoin,BTC-USD,66213.375,69382.8359375,65835.78125,40820775886,4
2026-02-14,Crypto,Bitcoin,BTC-USD,68856.984375,70481.1640625,68706.6171875,36012397645,4
2026-02-15,Crypto,Bitcoin,BTC-USD,69764.953125,70939.2890625,68052.546875,40191152750,4
2026-02-16,Crypto,Bitcoin,BTC-USD,68782.3984375,70067.234375,67301.5859375,33618145426,4
2026-02-17,Crypto,Bitcoin,BTC-USD,68843.09375,69201.8671875,66615.28125,34866936040,4
2026-02-18,Crypto,Bitcoin,BTC-USD,67488.0234375,68434.4296875,65845.8984375,33094301643,4
