date,company,ticker,open,high,low,close,volume,Multiplier,Type,Sector
2021-05-13,Gold,GC=F,1814.699951,1826.800049,1814.099976,1823.800049,100,0.25,Hedge,Commodities
2021-05-14,Gold,GC=F,1824.5,1842.900024,1824.5,1837.900024,41,0.25,Hedge,Commodities
2021-05-17,Gold,GC=F,1849.900024,1867.5,1847.199951,1867.5,13,0.25,Hedge,Commodities
2021-05-18,Gold,GC=F,1870.5,1870.5,1867.800049,1867.800049,3,0.25,Hedge,Commodities
2021-05-19,Gold,GC=F,1866.400024,1884.900024,1863.599976,1881.300049,348,0.25,Hedge,Commodities
2021-05-20,Gold,GC=F,1865.5,1885.0,1864.800049,1881.800049,85,0.25,Hedge,Commodities
2021-05-21,Gold,GC=F,1872.099976,1876.699951,1872.099976,1876.699951,5,0.25,Hedge,Commodities
2021-05-24,Gold,GC=F,1882.099976,1884.599976,1882.099976,1884.599976,39,0.25,Hedge,Commodities
2021-05-25,Gold,GC=F,1882.5,1898.099976,1882.5,1898.099976,56,0.25,Hedge,Commodities
2021-05-26,Gold,GC=F,1901.300049,1901.300049,1901.300049,1901.300049,170526,0.25,Hedge,Commodities
2021-05-27,Gold,GC=F,1896.800049,1903.900024,1888.199951,1895.699951,35794,0.25,Hedge,Commodities
2021-05-28,Gold,GC=F,1897.5,1905.400024,1881.900024,1902.5,2415,0.25,Hedge,Commodities
2021-06-01,Gold,GC=F,1905.099976,1916.199951,1892.800049,1902.900024,640,0.25,Hedge,Commodities
2021-06-02,Gold,GC=F,1899.199951,1908.800049,1896.0,1907.5,1267,0.25,Hedge,Commodities
2021-06-03,Gold,GC=F,1908.800049,1908.800049,1865.0,1871.199951,1021,0.25,Hedge,Commodities
2021-06-04,Gold,GC=F,1869.300049,1895.5,1854.0,1889.800049,367,0.25,Hedge,Commodities
2021-06-07,Gold,GC=F,1890.5,1899.699951,1883.199951,1896.800049,87,0.25,Hedge,Commodities
2021-06-08,Gold,GC=F,1896.5,1902.900024,1890.0,1892.199951,930,0.25,Hedge,Commodities
2021-06-09,Gold,GC=F,1894.900024,1897.699951,1889.199951,1893.199951,148,0.25,Hedge,Commodities
2021-06-10,Gold,GC=F,1887.699951,1899.800049,1871.5,1894.199951,186,0.25,Hedge,Commodities
2021-06-11,Gold,GC=F,1900.900024,1902.300049,1875.199951,1877.400024,349,0.25,Hedge,Commodities
2021-06-14,Gold,GC=F,1866.199951,1866.599976,1846.5,1864.0,41,0.25,Hedge,Commodities
2021-06-15,Gold,GC=F,1866.400024,1867.199951,1854.400024,1854.5,78,0.25,Hedge,Commodities
2021-06-16,Gold,GC=F,1859.400024,1860.099976,1809.199951,1859.5,117,0.25,Hedge,Commodities
2021-06-17,Gold,GC=F,1811.800049,1823.300049,1769.599976,1773.800049,1135,0.25,Hedge,Commodities
2021-06-18,Gold,GC=F,1775.699951,1792.400024,1767.900024,1767.900024,354,0.25,Hedge,Commodities
2021-06-21,Gold,GC=F,1768.800049,1785.199951,1766.800049,1781.800049,38,0.25,Hedge,Commodities
2021-06-22,Gold,GC=F,1783.400024,1786.900024,1775.900024,1776.300049,101,0.25,Hedge,Commodities
2021-06-23,Gold,GC=F,1780.699951,1793.199951,1780.599976,1782.300049,136,0.25,Hedge,Commodities
2021-06-24,Gold,GC=F,1778.900024,1786.400024,1775.599976,1775.599976,78,0.25,Hedge,Commodities
2021-06-25,Gold,GC=F,1777.699951,1788.0,1775.199951,1776.599976,35,0.25,Hedge,Commodities
2021-06-28,Gold,GC=F,1779.599976,1779.599976,1779.599976,1779.599976,888,0.25,Hedge,Commodities
2021-06-29,Gold,GC=F,1776.800049,1777.099976,1752.099976,1762.800049,419,0.25,Hedge,Commodities
2021-06-30,Gold,GC=F,1761.099976,1770.800049,1759.199951,1770.800049,51,0.25,Hedge,Commodities
2021-07-01,Gold,GC=F,1775.699951,1781.199951,1768.800049,1775.900024,44,0.25,Hedge,Commodities
2021-07-02,Gold,GC=F,1778.699951,1787.900024,1778.300049,1782.599976,23,0.25,Hedge,Commodities
2021-07-06,Gold,GC=F,1786.699951,1809.800049,1786.699951,1793.5,332,0.25,Hedge,Commodities
2021-07-07,Gold,GC=F,1798.699951,1808.400024,1797.199951,1801.5,244,0.25,Hedge,Commodities
2021-07-08,Gold,GC=F,1797.0,1818.5,1797.0,1799.599976,148,0.25,Hedge,Commodities
2021-07-09,Gold,GC=F,1803.599976,1810.099976,1798.800049,1810.0,218,0.25,Hedge,Commodities
2021-07-12,Gold,GC=F,1802.599976,1805.5,1799.5,1805.5,147,0.25,Hedge,Commodities
2021-07-13,Gold,GC=F,1808.099976,1812.0,1800.599976,1809.400024,78,0.25,Hedge,Commodities
2021-07-14,Gold,GC=F,1813.099976,1829.0,1813.099976,1824.300049,707,0.25,Hedge,Commodities
2021-07-15,Gold,GC=F,1831.599976,1833.0,1823.400024,1828.400024,99,0.25,Hedge,Commodities
2021-07-16,Gold,GC=F,1830.099976,1831.400024,1814.5,1814.5,78,0.25,Hedge,Commodities
2021-07-19,Gold,GC=F,1803.300049,1813.400024,1803.300049,1808.699951,33,0.25,Hedge,Commodities
2021-07-20,Gold,GC=F,1812.900024,1824.0,1810.900024,1810.900024,128,0.25,Hedge,Commodities
2021-07-21,Gold,GC=F,1807.0,1807.0,1800.0,1802.900024,135,0.25,Hedge,Commodities
2021-07-22,Gold,GC=F,1793.599976,1805.0,1793.599976,1805.0,2,0.25,Hedge,Commodities
2021-07-23,Gold,GC=F,1800.0,1801.400024,1800.0,1801.400024,1,0.25,Hedge,Commodities
2021-07-26,Gold,GC=F,1802.5,1802.5,1797.199951,1798.699951,17,0.25,Hedge,Commodities
2021-07-27,Gold,GC=F,1803.699951,1803.699951,1799.5,1799.5,1,0.25,Hedge,Commodities
2021-07-28,Gold,GC=F,1799.5,1799.5,1799.5,1799.5,209783,0.25,Hedge,Commodities
2021-07-29,Gold,GC=F,1806.599976,1832.599976,1806.099976,1831.199951,30496,0.25,Hedge,Commodities
2021-07-30,Gold,GC=F,1828.0,1830.5,1808.900024,1812.599976,3100,0.25,Hedge,Commodities
2021-08-02,Gold,GC=F,1812.400024,1818.699951,1804.800049,1818.099976,1334,0.25,Hedge,Commodities
2021-08-03,Gold,GC=F,1812.300049,1813.5,1806.0,1810.099976,3341,0.25,Hedge,Commodities
2021-08-04,Gold,GC=F,1809.300049,1831.300049,1806.300049,1810.5,2860,0.25,Hedge,Commodities
2021-08-05,Gold,GC=F,1810.800049,1813.699951,1796.0,1805.099976,588,0.25,Hedge,Commodities
2021-08-06,Gold,GC=F,1799.800049,1800.099976,1758.400024,1760.0,859,0.25,Hedge,Commodities
2021-08-09,Gold,GC=F,1753.5,1753.800049,1692.599976,1723.400024,1621,0.25,Hedge,Commodities
2021-08-10,Gold,GC=F,1728.599976,1735.199951,1720.099976,1728.800049,1363,0.25,Hedge,Commodities
2021-08-11,Gold,GC=F,1727.300049,1752.199951,1727.300049,1750.400024,542,0.25,Hedge,Commodities
2021-08-12,Gold,GC=F,1749.699951,1752.400024,1745.5,1749.0,739,0.25,Hedge,Commodities
2021-08-13,Gold,GC=F,1758.300049,1777.300049,1757.400024,1775.199951,436,0.25,Hedge,Commodities
2021-08-16,Gold,GC=F,1776.900024,1787.800049,1771.900024,1786.900024,219,0.25,Hedge,Commodities
2021-08-17,Gold,GC=F,1787.699951,1794.199951,1780.0,1785.0,200,0.25,Hedge,Commodities
2021-08-18,Gold,GC=F,1787.800049,1791.5,1779.0,1781.599976,263,0.25,Hedge,Commodities
2021-08-19,Gold,GC=F,1780.0,1789.300049,1775.5,1780.199951,245,0.25,Hedge,Commodities
2021-08-20,Gold,GC=F,1784.099976,1787.5,1778.199951,1781.0,235,0.25,Hedge,Commodities
2021-08-23,Gold,GC=F,1776.800049,1804.800049,1776.800049,1803.199951,32,0.25,Hedge,Commodities
2021-08-24,Gold,GC=F,1801.0,1805.599976,1801.0,1805.599976,22,0.25,Hedge,Commodities
2021-08-25,Gold,GC=F,1792.0,1792.900024,1784.0,1788.199951,812,0.25,Hedge,Commodities
2021-08-26,Gold,GC=F,1787.400024,1792.199951,1781.0,1792.199951,61,0.25,Hedge,Commodities
2021-08-27,Gold,GC=F,1803.400024,1816.599976,1803.099976,1816.599976,1219,0.25,Hedge,Commodities
2021-08-30,Gold,GC=F,1818.199951,1820.300049,1807.800049,1809.0,684,0.25,Hedge,Commodities
2021-08-31,Gold,GC=F,1815.900024,1815.900024,1801.099976,1815.0,82,0.25,Hedge,Commodities
2021-09-01,Gold,GC=F,1813.5,1815.900024,1809.5,1813.099976,114,0.25,Hedge,Commodities
2021-09-02,Gold,GC=F,1813.199951,1813.900024,1806.800049,1808.699951,26,0.25,Hedge,Commodities
2021-09-03,Gold,GC=F,1820.900024,1833.900024,1818.900024,1830.900024,53,0.25,Hedge,Commodities
2021-09-07,Gold,GC=F,1825.699951,1825.699951,1792.699951,1795.900024,48,0.25,Hedge,Commodities
2021-09-08,Gold,GC=F,1781.699951,1790.699951,1781.699951,1790.699951,69,0.25,Hedge,Commodities
2021-09-09,Gold,GC=F,1798.699951,1798.699951,1787.900024,1797.400024,49,0.25,Hedge,Commodities
2021-09-10,Gold,GC=F,1789.599976,1789.599976,1789.599976,1789.599976,0,0.25,Hedge,Commodities
2021-09-13,Gold,GC=F,1789.800049,1796.0,1784.0,1792.0,533,0.25,Hedge,Commodities
2021-09-14,Gold,GC=F,1791.400024,1806.199951,1783.0,1804.699951,764,0.25,Hedge,Commodities
2021-09-15,Gold,GC=F,1803.699951,1803.699951,1792.400024,1792.400024,59,0.25,Hedge,Commodities
2021-09-16,Gold,GC=F,1792.900024,1792.900024,1743.900024,1754.599976,1645,0.25,Hedge,Commodities
2021-09-17,Gold,GC=F,1758.800049,1763.0,1749.400024,1749.400024,581,0.25,Hedge,Commodities
2021-09-20,Gold,GC=F,1751.800049,1761.800049,1750.900024,1761.800049,185,0.25,Hedge,Commodities
2021-09-21,Gold,GC=F,1762.199951,1776.0,1759.0,1776.0,106,0.25,Hedge,Commodities
2021-09-22,Gold,GC=F,1776.699951,1784.300049,1767.0,1776.699951,17,0.25,Hedge,Commodities
2021-09-23,Gold,GC=F,1766.800049,1766.800049,1738.199951,1747.699951,31,0.25,Hedge,Commodities
2021-09-24,Gold,GC=F,1749.699951,1749.699951,1745.0,1749.699951,76,0.25,Hedge,Commodities
2021-09-27,Gold,GC=F,1751.699951,1754.400024,1747.5,1750.0,808,0.25,Hedge,Commodities
2021-09-28,Gold,GC=F,1739.599976,1741.699951,1726.800049,1735.800049,15748,0.25,Hedge,Commodities
2021-09-29,Gold,GC=F,1732.400024,1744.099976,1721.400024,1721.5,6634,0.25,Hedge,Commodities
2021-09-30,Gold,GC=F,1725.5,1760.300049,1724.5,1755.300049,997,0.25,Hedge,Commodities
2021-10-01,Gold,GC=F,1754.300049,1762.599976,1748.5,1757.0,2220,0.25,Hedge,Commodities
2021-10-04,Gold,GC=F,1764.5,1768.900024,1749.5,1766.199951,417,0.25,Hedge,Commodities
2021-10-05,Gold,GC=F,1764.300049,1764.300049,1749.0,1759.599976,98,0.25,Hedge,Commodities
2021-10-06,Gold,GC=F,1759.300049,1762.900024,1744.699951,1760.5,56,0.25,Hedge,Commodities
2021-10-07,Gold,GC=F,1762.400024,1762.400024,1752.800049,1757.900024,336,0.25,Hedge,Commodities
2021-10-08,Gold,GC=F,1757.0,1780.0,1754.199951,1756.300049,254,0.25,Hedge,Commodities
2021-10-11,Gold,GC=F,1756.599976,1757.800049,1752.199951,1754.599976,128,0.25,Hedge,Commodities
2021-10-12,Gold,GC=F,1751.900024,1768.0,1749.800049,1758.300049,139,0.25,Hedge,Commodities
2021-10-13,Gold,GC=F,1760.800049,1794.5,1760.800049,1793.699951,150,0.25,Hedge,Commodities
2021-10-14,Gold,GC=F,1792.199951,1799.900024,1792.0,1796.699951,337,0.25,Hedge,Commodities
2021-10-15,Gold,GC=F,1794.5,1795.400024,1766.599976,1767.199951,874,0.25,Hedge,Commodities
2021-10-18,Gold,GC=F,1761.599976,1770.099976,1759.5,1764.800049,266,0.25,Hedge,Commodities
2021-10-19,Gold,GC=F,1777.599976,1785.0,1767.5,1769.699951,51,0.25,Hedge,Commodities
2021-10-20,Gold,GC=F,1774.599976,1785.599976,1774.0,1784.099976,127,0.25,Hedge,Commodities
2021-10-21,Gold,GC=F,1782.0,1785.699951,1781.0,1781.199951,146,0.25,Hedge,Commodities
2021-10-22,Gold,GC=F,1787.099976,1806.900024,1784.0,1795.5,532,0.25,Hedge,Commodities
2021-10-25,Gold,GC=F,1794.300049,1809.0,1794.0,1806.0,140,0.25,Hedge,Commodities
2021-10-26,Gold,GC=F,1808.800049,1808.800049,1788.599976,1792.699951,359,0.25,Hedge,Commodities
2021-10-27,Gold,GC=F,1791.5,1798.099976,1791.5,1797.900024,543,0.25,Hedge,Commodities
2021-10-28,Gold,GC=F,1795.5,1807.300049,1795.5,1801.599976,452,0.25,Hedge,Commodities
2021-10-29,Gold,GC=F,1793.099976,1797.0,1774.599976,1783.0,583,0.25,Hedge,Commodities
2021-11-01,Gold,GC=F,1787.5,1795.099976,1786.699951,1795.099976,142,0.25,Hedge,Commodities
2021-11-02,Gold,GC=F,1790.5,1795.5,1787.699951,1788.699951,213,0.25,Hedge,Commodities
2021-11-03,Gold,GC=F,1768.0,1768.0,1761.800049,1763.599976,108,0.25,Hedge,Commodities
2021-11-04,Gold,GC=F,1776.599976,1798.199951,1776.199951,1793.0,103,0.25,Hedge,Commodities
2021-11-05,Gold,GC=F,1794.900024,1817.099976,1794.900024,1816.400024,239,0.25,Hedge,Commodities
2021-11-08,Gold,GC=F,1817.0,1827.400024,1816.900024,1827.400024,261,0.25,Hedge,Commodities
2021-11-09,Gold,GC=F,1826.099976,1832.699951,1820.699951,1830.199951,170,0.25,Hedge,Commodities
2021-11-10,Gold,GC=F,1825.800049,1865.0,1824.900024,1847.599976,795,0.25,Hedge,Commodities
2021-11-11,Gold,GC=F,1853.900024,1866.5,1853.900024,1863.199951,292,0.25,Hedge,Commodities
2021-11-12,Gold,GC=F,1860.800049,1867.900024,1847.599976,1867.900024,210,0.25,Hedge,Commodities
2021-11-15,Gold,GC=F,1864.5,1866.900024,1864.5,1866.099976,87,0.25,Hedge,Commodities
2021-11-16,Gold,GC=F,1853.599976,1853.599976,1853.599976,1853.599976,1,0.25,Hedge,Commodities
2021-11-17,Gold,GC=F,1862.599976,1869.699951,1862.599976,1869.699951,2,0.25,Hedge,Commodities
2021-11-18,Gold,GC=F,1861.0,1861.0,1861.0,1861.0,9,0.25,Hedge,Commodities
2021-11-19,Gold,GC=F,1851.199951,1851.199951,1851.199951,1851.199951,21,0.25,Hedge,Commodities
2021-11-22,Gold,GC=F,1841.599976,1841.599976,1805.699951,1806.0,14,0.25,Hedge,Commodities
2021-11-23,Gold,GC=F,1795.5,1795.5,1783.5,1783.5,264,0.25,Hedge,Commodities
2021-11-24,Gold,GC=F,1793.0,1793.0,1781.400024,1784.099976,188,0.25,Hedge,Commodities
2021-11-26,Gold,GC=F,1791.099976,1791.400024,1785.300049,1785.300049,186800,0.25,Hedge,Commodities
2021-11-29,Gold,GC=F,1791.699951,1798.900024,1779.099976,1782.300049,26926,0.25,Hedge,Commodities
2021-11-30,Gold,GC=F,1783.900024,1808.099976,1768.699951,1773.599976,4903,0.25,Hedge,Commodities
2021-12-01,Gold,GC=F,1774.800049,1790.5,1772.300049,1781.599976,1128,0.25,Hedge,Commodities
2021-12-02,Gold,GC=F,1780.900024,1780.900024,1760.599976,1760.699951,1557,0.25,Hedge,Commodities
2021-12-03,Gold,GC=F,1767.5,1785.099976,1766.5,1782.0,694,0.25,Hedge,Commodities
2021-12-06,Gold,GC=F,1780.199951,1783.0,1777.199951,1777.5,381,0.25,Hedge,Commodities
2021-12-07,Gold,GC=F,1779.5,1786.099976,1772.300049,1782.599976,308,0.25,Hedge,Commodities
2021-12-08,Gold,GC=F,1789.900024,1789.900024,1779.0,1783.400024,1383,0.25,Hedge,Commodities
2021-12-09,Gold,GC=F,1783.5,1783.5,1771.800049,1774.599976,455,0.25,Hedge,Commodities
2021-12-10,Gold,GC=F,1773.800049,1785.400024,1769.099976,1782.900024,545,0.25,Hedge,Commodities
2021-12-13,Gold,GC=F,1784.400024,1787.099976,1783.800049,1786.300049,206,0.25,Hedge,Commodities
2021-12-14,Gold,GC=F,1787.0,1787.0,1769.0,1770.400024,322,0.25,Hedge,Commodities
2021-12-15,Gold,GC=F,1767.400024,1778.699951,1753.900024,1762.599976,283,0.25,Hedge,Commodities
2021-12-16,Gold,GC=F,1781.0,1798.099976,1781.0,1796.599976,21,0.25,Hedge,Commodities
2021-12-17,Gold,GC=F,1804.0,1812.900024,1803.800049,1803.800049,654,0.25,Hedge,Commodities
2021-12-20,Gold,GC=F,1796.800049,1799.800049,1792.0,1793.699951,226,0.25,Hedge,Commodities
2021-12-21,Gold,GC=F,1791.400024,1796.5,1787.900024,1787.900024,575,0.25,Hedge,Commodities
2021-12-22,Gold,GC=F,1786.0,1805.199951,1785.5,1801.599976,567,0.25,Hedge,Commodities
2021-12-23,Gold,GC=F,1806.0,1811.199951,1800.800049,1811.199951,193,0.25,Hedge,Commodities
2021-12-27,Gold,GC=F,1810.0,1812.099976,1807.0,1808.099976,150,0.25,Hedge,Commodities
2021-12-28,Gold,GC=F,1812.0,1818.0,1805.5,1810.199951,146,0.25,Hedge,Commodities
2021-12-29,Gold,GC=F,1803.199951,1805.099976,1791.400024,1805.099976,623,0.25,Hedge,Commodities
2021-12-30,Gold,GC=F,1801.699951,1816.0,1796.0,1812.699951,306,0.25,Hedge,Commodities
2021-12-31,Gold,GC=F,1825.099976,1827.800049,1821.400024,1827.5,80,0.25,Hedge,Commodities
2022-01-03,Gold,GC=F,1830.099976,1830.099976,1798.800049,1799.400024,116,0.25,Hedge,Commodities
2022-01-04,Gold,GC=F,1800.5,1815.300049,1800.0,1814.0,38,0.25,Hedge,Commodities
2022-01-05,Gold,GC=F,1813.099976,1824.599976,1813.099976,1824.599976,8,0.25,Hedge,Commodities
2022-01-06,Gold,GC=F,1787.099976,1791.300049,1787.099976,1788.699951,30,0.25,Hedge,Commodities
2022-01-07,Gold,GC=F,1791.800049,1797.0,1784.400024,1797.0,17,0.25,Hedge,Commodities
2022-01-10,Gold,GC=F,1794.900024,1798.699951,1790.400024,1798.400024,534,0.25,Hedge,Commodities
2022-01-11,Gold,GC=F,1803.900024,1822.5,1803.0,1818.599976,743,0.25,Hedge,Commodities
2022-01-12,Gold,GC=F,1819.0,1827.199951,1816.900024,1827.199951,1547,0.25,Hedge,Commodities
2022-01-13,Gold,GC=F,1819.800049,1823.0,1815.400024,1821.199951,40,0.25,Hedge,Commodities
2022-01-14,Gold,GC=F,1821.5,1822.0,1816.5,1816.5,816,0.25,Hedge,Commodities
2022-01-18,Gold,GC=F,1816.800049,1820.099976,1812.300049,1812.300049,900,0.25,Hedge,Commodities
2022-01-19,Gold,GC=F,1817.400024,1843.099976,1817.400024,1843.099976,4,0.25,Hedge,Commodities
2022-01-20,Gold,GC=F,1840.599976,1843.0,1838.199951,1842.5,20,0.25,Hedge,Commodities
2022-01-21,Gold,GC=F,1838.0,1842.400024,1828.900024,1831.800049,19,0.25,Hedge,Commodities
2022-01-24,Gold,GC=F,1837.900024,1842.099976,1837.900024,1841.699951,8,0.25,Hedge,Commodities
2022-01-25,Gold,GC=F,1843.0,1852.699951,1842.0,1852.699951,11,0.25,Hedge,Commodities
2022-01-26,Gold,GC=F,1829.900024,1829.900024,1829.900024,1829.900024,55,0.25,Hedge,Commodities
2022-01-27,Gold,GC=F,1793.300049,1793.300049,1793.300049,1793.300049,196036,0.25,Hedge,Commodities
2022-01-28,Gold,GC=F,1797.5,1798.400024,1778.800049,1784.900024,28521,0.25,Hedge,Commodities
2022-01-31,Gold,GC=F,1788.5,1798.5,1785.099976,1795.0,1735,0.25,Hedge,Commodities
2022-02-01,Gold,GC=F,1797.199951,1806.099976,1797.099976,1800.300049,223,0.25,Hedge,Commodities
2022-02-02,Gold,GC=F,1797.800049,1810.099976,1795.099976,1809.199951,1690,0.25,Hedge,Commodities
2022-02-03,Gold,GC=F,1805.800049,1808.099976,1787.900024,1803.0,466,0.25,Hedge,Commodities
2022-02-04,Gold,GC=F,1806.0,1813.699951,1792.5,1806.599976,571,0.25,Hedge,Commodities
2022-02-07,Gold,GC=F,1812.199951,1821.300049,1809.099976,1820.599976,601,0.25,Hedge,Commodities
2022-02-08,Gold,GC=F,1818.900024,1827.599976,1815.0,1826.599976,108,0.25,Hedge,Commodities
2022-02-09,Gold,GC=F,1825.400024,1835.199951,1825.300049,1835.199951,683,0.25,Hedge,Commodities
2022-02-10,Gold,GC=F,1833.300049,1842.099976,1820.800049,1836.199951,365,0.25,Hedge,Commodities
2022-02-11,Gold,GC=F,1822.0,1864.800049,1822.0,1840.800049,181,0.25,Hedge,Commodities
2022-02-14,Gold,GC=F,1861.800049,1870.599976,1854.599976,1868.0,79,0.25,Hedge,Commodities
2022-02-15,Gold,GC=F,1872.599976,1879.699951,1847.400024,1854.800049,86,0.25,Hedge,Commodities
2022-02-16,Gold,GC=F,1858.699951,1870.199951,1856.300049,1870.199951,34,0.25,Hedge,Commodities
2022-02-17,Gold,GC=F,1876.300049,1900.699951,1876.199951,1900.699951,393,0.25,Hedge,Commodities
2022-02-18,Gold,GC=F,1899.400024,1899.400024,1890.699951,1898.599976,51,0.25,Hedge,Commodities
2022-02-22,Gold,GC=F,1908.099976,1912.0,1890.800049,1906.099976,173,0.25,Hedge,Commodities
2022-02-23,Gold,GC=F,1896.599976,1910.599976,1895.699951,1909.199951,73,0.25,Hedge,Commodities
2022-02-24,Gold,GC=F,1911.900024,1972.5,1911.699951,1925.099976,2706,0.25,Hedge,Commodities
2022-02-25,Gold,GC=F,1906.900024,1920.0,1883.599976,1886.5,586,0.25,Hedge,Commodities
2022-02-28,Gold,GC=F,1928.300049,1928.400024,1894.199951,1899.400024,390,0.25,Hedge,Commodities
2022-03-01,Gold,GC=F,1908.300049,1942.400024,1903.800049,1942.400024,547,0.25,Hedge,Commodities
2022-03-02,Gold,GC=F,1945.599976,1948.199951,1919.800049,1920.900024,109,0.25,Hedge,Commodities
2022-03-03,Gold,GC=F,1930.5,1940.300049,1924.800049,1934.400024,122,0.25,Hedge,Commodities
2022-03-04,Gold,GC=F,1937.0,1970.900024,1935.599976,1965.099976,47,0.25,Hedge,Commodities
2022-03-07,Gold,GC=F,1989.0,2001.099976,1963.0,1993.900024,2516,0.25,Hedge,Commodities
2022-03-08,Gold,GC=F,1999.400024,2072.0,1998.0,2040.099976,1813,0.25,Hedge,Commodities
2022-03-09,Gold,GC=F,2053.600098,2063.0,1980.800049,1985.900024,1022,0.25,Hedge,Commodities
2022-03-10,Gold,GC=F,1978.099976,2010.5,1978.099976,1998.099976,670,0.25,Hedge,Commodities
2022-03-11,Gold,GC=F,1985.0,1996.0,1959.900024,1982.699951,865,0.25,Hedge,Commodities
2022-03-14,Gold,GC=F,1976.5,1977.699951,1959.599976,1959.599976,145,0.25,Hedge,Commodities
2022-03-15,Gold,GC=F,1939.800049,1939.900024,1910.699951,1928.5,71,0.25,Hedge,Commodities
2022-03-16,Gold,GC=F,1922.400024,1922.400024,1907.199951,1908.0,104,0.25,Hedge,Commodities
